 3.4952     276.0  18.00    6.19  33.20
 2.7778     384.0  20.90    9.42  27.50
 2.8561     384.0  20.90    7.67  26.50
 2.7147     384.0  20.90   10.63  18.60
 2.7147     384.0  20.90   13.44  19.30
 2.4210     384.0  20.90   12.33  20.10
 2.1069     384.0  20.90   16.47  19.50
 2.2110     384.0  20.90   18.66  19.50
 2.1224     384.0  20.90   14.09  20.40
 2.4329     384.0  20.90   12.27  19.80
 2.5451     384.0  20.90   15.55  19.40
 2.7778     384.0  20.90   13.00  21.70
 2.6775     432.0  17.80   10.16  22.80
 2.3534     432.0  17.80   16.21  18.80
 2.5480     432.0  17.80   17.09  18.70
 2.2565     432.0  17.80   10.45  18.50
 2.4631     432.0  17.80   15.76  18.30
 2.7301     432.0  17.80   12.04  21.20
 2.7474     432.0  17.80   10.30  19.20
 2.4775     432.0  17.80   15.37  20.40
 2.7592     432.0  17.80   13.61  19.30
 2.2577     188.0  19.10   14.37  22.00
 2.1974     188.0  19.10   14.27  20.30
 2.0869     188.0  19.10   17.93  20.50
 1.9444     188.0  19.10   25.41  17.30
 2.0063     188.0  19.10   17.58  18.80
 1.9929     188.0  19.10   14.81  21.40
 1.7572     188.0  19.10   27.26  15.70
 1.7883     437.0  21.20   17.19  16.20
 1.8125     437.0  21.20   15.39  18.00
 1.9799     437.0  21.20   18.34  14.30
 2.1185     437.0  21.20   12.60  19.20
 2.2710     437.0  21.20   12.26  19.60
 2.3274     437.0  21.20   11.12  23.00
 2.4699     437.0  21.20   15.03  18.40
 2.3460     437.0  21.20   17.31  15.60
 2.1107     437.0  21.20   16.96  18.10
 1.9669     437.0  21.20   16.90  17.40
 1.8498     437.0  21.20   14.59  17.10
 1.6686     437.0  21.20   21.32  13.30
 1.6687     437.0  21.20   18.46  17.80
 1.6119     437.0  21.20   24.16  14.00
 1.4394     437.0  21.20   34.41  14.40
 1.3216     403.0  14.70   26.82  13.40
 1.4118     403.0  14.70   26.42  15.60
 1.3459     403.0  14.70   29.29  11.80
 1.4191     403.0  14.70   27.80  13.80
 1.5166     403.0  14.70   16.65  15.60
 1.4608     403.0  14.70   29.53  14.60
 1.5296     403.0  14.70   28.32  17.80
 1.5257     403.0  14.70   21.45  15.40
 1.6180     403.0  14.70   14.10  21.50
 1.5916     403.0  14.70   13.28  19.60
 1.6102     403.0  14.70   12.12  15.30
 1.6232     403.0  14.70   15.79  19.40
 1.7494     403.0  14.70   15.12  17.00
 1.7455     403.0  14.70   15.02  15.60
 1.7364     403.0  14.70   16.14  13.10
 1.8773     403.0  14.70    4.59  41.30
 1.7573     403.0  14.70    6.43  24.30
 1.7659     403.0  14.70    7.39  23.30
 1.7984     403.0  14.70    5.50  27.00
 1.9709     403.0  14.70    1.73  50.00
 2.0407     403.0  14.70    1.92  50.00
 2.1620     403.0  14.70    3.32  50.00
 2.4220     403.0  14.70   11.64  22.70
 2.2834     403.0  14.70    9.81  25.00
 2.0459     403.0  14.70    3.70  50.00
 2.4259     403.0  14.70   12.14  23.80
 2.1000     403.0  14.70   11.10  23.80
 2.2625     403.0  14.70   11.32  22.30
 2.4259     403.0  14.70   14.43  17.40
 2.3887     403.0  14.70   12.03  19.10
 2.5961     296.0  16.60   14.69  23.10
 2.6463     296.0  16.60    9.04  23.60
 2.7019     296.0  16.60    9.64  22.60
 3.1323     296.0  16.60    5.33  29.40
 3.5549     296.0  16.60   10.11  23.20
 3.3175     296.0  16.60    6.29  24.60
 2.9153     296.0  16.60    6.92  29.90
 2.8290     193.0  17.80    5.04  37.20
 2.7410     193.0  17.80    7.56  39.80
 2.5979     193.0  17.80    9.45  36.20
 2.7006     193.0  17.80    4.82  37.90
 2.8470     193.0  17.80    5.68  32.50
 2.9879     193.0  17.80   13.98  26.40
 3.2797     193.0  17.80   13.15  29.60
 3.1992     193.0  17.80    4.45  50.00
 3.7886     398.0  15.20    6.68  32.00
 4.5667     398.0  15.20    4.56  29.80
 4.5667     398.0  15.20    5.39  34.90
 6.4798     398.0  15.20    5.10  37.00
 6.4798     398.0  15.20    4.69  30.50
 6.4798     398.0  15.20    2.87  36.40
 6.2196     265.0  15.60    5.03  31.10
 6.2196     265.0  15.60    4.38  29.10
 5.6484     255.0  14.40    2.97  50.00
 7.3090     329.0  12.60    4.08  33.30
 7.3090     329.0  12.60    8.61  30.30
 7.3090     329.0  12.60    6.62  34.60
 7.6534     402.0  17.00    4.56  34.90
 7.6534     402.0  17.00    4.45  32.90
 6.2700     348.0  14.70    7.43  24.10
 6.2700     348.0  14.70    3.11  42.30
 5.1180     224.0  14.70    3.81  48.50
 5.1180     224.0  14.70    2.88  50.00
 3.9454     277.0  18.60   10.87  22.60
 4.3549     277.0  18.60   10.97  24.40
 4.3549     277.0  18.60   18.06  22.50
 4.2392     277.0  18.60   14.66  24.40
 3.8750     277.0  18.60   23.09  20.00
 3.8771     277.0  18.60   17.27  21.70
 3.6650     277.0  18.60   23.98  19.30
 3.6526     277.0  18.60   16.03  22.40
 3.9454     277.0  18.60    9.38  28.10
 3.5875     277.0  18.60   29.55  23.70
 3.9454     277.0  18.60    9.47  25.00
 3.1121     276.0  16.40   13.51  23.30
 3.4211     276.0  16.40    9.69  28.70
 2.8893     276.0  16.40   17.92  21.50
 3.3633     276.0  16.40   10.50  23.00
 2.8617     307.0  17.40    9.71  26.70
 3.0480     307.0  17.40   21.46  21.70
 3.2721     307.0  17.40    9.93  27.50
 3.2721     307.0  17.40    7.60  30.10
 2.8944     307.0  17.40    4.14  44.80
 2.8944     307.0  17.40    4.63  50.00
 3.2157     307.0  17.40    3.13  37.60
 3.2157     307.0  17.40    6.36  31.60
 3.3751     307.0  17.40    3.92  46.70
 3.3751     307.0  17.40    3.76  31.50
 3.6715     307.0  17.40   11.65  24.30
 3.6715     307.0  17.40    5.25  31.70
 3.8384     307.0  17.40    2.47  41.70
 3.6519     307.0  17.40    3.95  48.30
 3.6519     307.0  17.40    8.05  29.00
 3.6519     307.0  17.40   10.88  24.00
 4.1480     307.0  17.40    9.54  25.10
 4.1480     307.0  17.40    4.73  31.50
 6.1899     300.0  16.60    6.36  23.70
 6.1899     300.0  16.60    7.37  23.30
 6.3361     300.0  16.60   11.38  22.00
 6.3361     300.0  16.60   12.40  20.10
 7.0355     300.0  16.60   11.22  22.20
 7.0355     300.0  16.60    5.19  23.70
 7.9549     330.0  19.10   12.50  17.60
 7.9549     330.0  19.10   18.46  18.50
 8.0555     330.0  19.10    9.16  24.30
 8.0555     330.0  19.10   10.15  20.50
 7.8265     330.0  19.10    9.52  24.50
 7.8265     330.0  19.10    6.56  26.20
 7.3967     330.0  19.10    5.90  24.40
 7.3967     330.0  19.10    3.59  24.80
 8.9067     330.0  19.10    3.53  29.60
 8.9067     330.0  19.10    3.54  42.80
 9.2203     315.0  16.40    6.57  21.90
 9.2203     315.0  16.40    9.25  20.90
 6.3361     244.0  15.90    3.11  44.00
 1.8010     264.0  13.00    5.12  50.00
 1.8946     264.0  13.00    7.79  36.00
 2.0107     264.0  13.00    6.90  30.10
 2.1121     264.0  13.00    9.59  33.80
 2.1398     264.0  13.00    7.26  43.10
 2.2885     264.0  13.00    5.91  48.80
 2.0788     264.0  13.00   11.25  31.00
 1.9301     264.0  13.00    8.10  36.50
 1.9865     264.0  13.00   10.45  22.80
 2.1329     264.0  13.00   14.79  30.70
 2.4216     264.0  13.00    7.44  50.00
 2.8720     264.0  13.00    3.16  43.50
 3.9175     223.0  18.60   13.65  20.70
 4.4290     223.0  18.60   13.00  21.10
 4.4290     223.0  18.60    6.59  25.20
 3.9175     223.0  18.60    7.73  24.40
 4.3665     223.0  18.60    6.58  35.20
 4.0776     254.0  17.60    3.53  32.40
 4.2673     254.0  17.60    2.98  32.00
 4.7872     254.0  17.60    6.05  33.20
 4.8628     254.0  17.60    4.16  33.10
 4.1403     254.0  17.60    7.19  29.10
 4.1007     216.0  14.90    4.85  35.10
 4.6947     216.0  14.90    3.76  45.40
 5.2447     216.0  14.90    4.59  35.40
 5.2119     216.0  14.90    3.01  46.00
 5.8850     198.0  13.60    3.16  50.00
 7.3073     285.0  15.30    7.85  32.20
 7.3073     300.0  15.30    8.23  22.00
 9.0892     241.0  18.20   12.93  20.10
 7.3172     293.0  16.60    7.14  23.20
 7.3172     293.0  16.60    7.60  22.30
 7.3172     293.0  16.60    9.51  24.80
 5.1167     245.0  19.20    3.33  28.50
 5.1167     245.0  19.20    3.56  37.30
 5.1167     245.0  19.20    4.70  27.90
 5.5027     289.0  16.00    8.58  23.90
 5.5027     289.0  16.00   10.40  21.70
 5.9604     289.0  16.00    6.27  28.60
 5.9604     289.0  16.00    7.39  27.10
 6.3200     289.0  16.00   15.84  20.30
 7.8278     358.0  14.80    4.97  22.50
 7.8278     358.0  14.80    4.74  29.00
 7.8278     358.0  14.80    6.07  24.80
 5.4917     329.0  16.10    9.50  22.00
 5.4917     329.0  16.10    8.67  26.40
 5.4917     329.0  16.10    4.86  33.10
 4.0220     222.0  18.40    6.93  36.10
 3.3700     222.0  18.40    8.93  28.40
 3.0992     222.0  18.40    6.47  33.40
 3.1827     222.0  18.40    7.53  28.20
 3.3175     304.0  18.40    4.54  22.80
 3.1025     304.0  18.40    9.97  20.30
 2.5194     304.0  18.40   12.64  16.10
 2.6403     304.0  18.40    5.98  22.10
 2.8340     304.0  18.40   11.72  19.40
 3.2628     304.0  18.40    7.90  21.60
 3.6023     304.0  18.40    9.28  23.80
 3.9450     304.0  18.40   11.50  16.20
 3.9986     304.0  18.40   18.33  17.80
 4.0317     304.0  18.40   15.94  19.80
 3.5325     304.0  18.40   10.36  23.10
 4.0019     304.0  18.40   12.73  21.00
 4.5404     287.0  19.60    7.20  23.80
 4.5404     287.0  19.60    6.87  23.10
 4.7211     287.0  19.60    7.70  20.40
 4.7211     287.0  19.60   11.74  18.50
 4.7211     287.0  19.60    6.12  25.00
 5.4159     287.0  19.60    5.08  24.60
 5.4159     287.0  19.60    6.15  23.00
 5.4159     287.0  19.60   12.79  22.20
 5.2146     430.0  16.90    9.97  19.30
 5.2146     430.0  16.90    7.34  22.60
 5.8736     430.0  16.90    9.09  19.80
 6.6407     304.0  16.90   12.43  17.10
 6.6407     304.0  16.90    7.83  19.40
 6.4584     224.0  20.20    5.68  22.20
 6.4584     224.0  20.20    6.75  20.70
 5.9853     224.0  20.20    8.01  21.10
 5.2311     224.0  20.20    9.80  19.50
 5.6150     224.0  20.20   10.56  18.50
 4.8122     224.0  20.20    8.51  20.60
 4.8122     224.0  20.20    9.74  19.00
 4.8122     224.0  20.20    9.29  18.70
 7.0379     284.0  15.50    5.49  32.70
 6.2669     422.0  15.90    8.65  16.50
 5.7321     370.0  17.60    7.18  23.90
 6.4654     370.0  17.60    4.61  31.20
 8.0136     352.0  18.80   10.53  17.50
 8.0136     352.0  18.80   12.67  17.20
 8.5353     351.0  17.90    6.36  23.10
 8.3440     280.0  17.00    5.99  24.50
 8.7921     335.0  19.70    5.89  26.60
 8.7921     335.0  19.70    5.98  22.90
10.7103     411.0  18.30    5.49  24.10
10.7103     411.0  18.30    7.79  18.60
12.1265     187.0  17.00    4.50  30.10
10.5857     334.0  22.00    8.05  18.20
10.5857     334.0  22.00    5.57  20.60
 2.1222     666.0  20.20   17.60  17.80
 2.5052     666.0  20.20   13.27  21.70
 2.7227     666.0  20.20   11.48  22.70
 2.5091     666.0  20.20   12.67  22.60
 2.5182     666.0  20.20    7.79  25.00
 2.2955     666.0  20.20   14.19  19.90
 2.1036     666.0  20.20   10.19  20.80
 1.9047     666.0  20.20   14.64  16.80
 1.9047     666.0  20.20    5.29  21.90
 1.6132     666.0  20.20    7.12  27.50
 1.7523     666.0  20.20   14.00  21.90
 1.5106     666.0  20.20   13.33  23.10
 1.3325     666.0  20.20    3.26  50.00
 1.3567     666.0  20.20    3.73  50.00
 1.2024     666.0  20.20    2.96  50.00
 1.1691     666.0  20.20    9.53  50.00
 1.1296     666.0  20.20    8.88  50.00
 1.1742     666.0  20.20   34.77  13.80
 1.1370     666.0  20.20   37.97  13.80
 1.3163     666.0  20.20   13.44  15.00
 1.3449     666.0  20.20   23.24  13.90
 1.3580     666.0  20.20   21.24  13.30
 1.3861     666.0  20.20   23.69  13.10
 1.3861     666.0  20.20   21.78  10.20
 1.4165     666.0  20.20   17.21  10.40
 1.5192     666.0  20.20   21.08  10.90
 1.5804     666.0  20.20   23.60  11.30
 1.5331     666.0  20.20   24.56  12.30
 1.4395     666.0  20.20   30.63   8.80
 1.4261     666.0  20.20   30.81   7.20
 1.4672     666.0  20.20   28.28  10.50
 1.5184     666.0  20.20   31.99   7.40
 1.5895     666.0  20.20   30.62  10.20
 1.7281     666.0  20.20   20.85  11.50
 1.9265     666.0  20.20   17.11  15.10
 2.1678     666.0  20.20   18.76  23.20
 1.7700     666.0  20.20   25.68   9.70
 1.7912     666.0  20.20   15.17  13.80
 1.7821     666.0  20.20   16.35  12.70
 1.7257     666.0  20.20   17.12  13.10
 1.6768     666.0  20.20   19.37  12.50
 1.6334     666.0  20.20   19.92   8.50
 1.4896     666.0  20.20   30.59   5.00
 1.5004     666.0  20.20   29.97   6.30
 1.5888     666.0  20.20   26.77   5.60
 1.5741     666.0  20.20   20.32   7.20
 1.6390     666.0  20.20   20.31  12.10
 1.7028     666.0  20.20   19.77   8.30
 1.6074     666.0  20.20   27.38   8.50
 1.4254     666.0  20.20   22.98   5.00
 1.1781     666.0  20.20   23.34  11.90
 1.2852     666.0  20.20   12.13  27.90
 1.4547     666.0  20.20   26.40  17.20
 1.4655     666.0  20.20   19.78  27.50
 1.4130     666.0  20.20   10.11  15.00
 1.5275     666.0  20.20   21.22  17.20
 1.5539     666.0  20.20   34.37  17.90
 1.5894     666.0  20.20   20.08  16.30
 1.6582     666.0  20.20   36.98   7.00
 1.8347     666.0  20.20   29.05   7.20
 1.8195     666.0  20.20   25.79   7.50
 1.6475     666.0  20.20   26.64  10.40
 1.8026     666.0  20.20   20.62   8.80
 1.7940     666.0  20.20   22.74   8.40
 1.8589     666.0  20.20   15.02  16.70
 1.8746     666.0  20.20   15.70  14.20
 1.9512     666.0  20.20   14.10  20.80
 2.0218     666.0  20.20   23.29  13.40
 2.0635     666.0  20.20   17.16  11.70
 1.9096     666.0  20.20   24.39   8.30
 1.9976     666.0  20.20   15.69  10.20
 1.8629     666.0  20.20   14.52  10.90
 1.9356     666.0  20.20   21.52  11.00
 1.9682     666.0  20.20   24.08   9.50
 2.0527     666.0  20.20   17.64  14.50
 2.0882     666.0  20.20   19.69  14.10
 2.2004     666.0  20.20   12.03  16.10
 2.3158     666.0  20.20   16.22  14.30
 2.2222     666.0  20.20   15.17  11.70
 2.1247     666.0  20.20   23.27  13.40
 2.0026     666.0  20.20   18.05   9.60
 1.9142     666.0  20.20   26.45   8.70
 1.8206     666.0  20.20   34.02   8.40
 1.8172     666.0  20.20   22.88  12.80
 1.8662     666.0  20.20   22.11  10.50
 2.0651     666.0  20.20   19.52  17.10
 2.0048     666.0  20.20   16.59  18.40
 1.9784     666.0  20.20   18.85  15.40
 1.8956     666.0  20.20   23.79  10.80
 1.9879     666.0  20.20   23.98  11.80
 2.0720     666.0  20.20   17.79  14.90
 2.1980     666.0  20.20   16.44  12.60
 2.2616     666.0  20.20   18.13  14.10
 2.1850     666.0  20.20   19.31  13.00
 2.3236     666.0  20.20   17.44  13.40
 2.3552     666.0  20.20   17.73  15.20
 2.3682     666.0  20.20   17.27  16.10
 2.4527     666.0  20.20   16.74  17.80
 2.4961     666.0  20.20   18.71  14.90
 2.4358     666.0  20.20   18.13  14.10
 2.5806     666.0  20.20   19.01  12.70
 2.7792     666.0  20.20   16.94  13.50
 2.7831     666.0  20.20   16.23  14.90
 2.7175     666.0  20.20   14.70  20.00
 2.5975     666.0  20.20   16.42  16.40
 2.5671     666.0  20.20   14.65  17.70
 2.7344     666.0  20.20   13.99  19.50
 2.8016     666.0  20.20   10.29  20.20
 2.9634     666.0  20.20   13.22  21.40
 3.0665     666.0  20.20   14.13  19.90
 2.8715     666.0  20.20   17.15  19.00
 2.5403     666.0  20.20   21.32  19.10
 2.9084     666.0  20.20   18.13  19.10
 2.8237     666.0  20.20   14.76  20.10
 3.0334     666.0  20.20   16.29  19.90
 3.0993     666.0  20.20   12.87  19.60
 2.8965     666.0  20.20   14.36  23.20
 2.5329     666.0  20.20   11.66  29.80
 2.4298     666.0  20.20   18.14  13.80
 2.2060     666.0  20.20   24.10  13.30
 2.3053     666.0  20.20   18.68  16.70
 2.1007     666.0  20.20   24.91  12.00
 2.1705     666.0  20.20   18.03  14.60
 1.9512     666.0  20.20   13.11  21.40
 3.4242     666.0  20.20   10.74  23.00
 3.3317     666.0  20.20    7.74  23.70
 3.4106     666.0  20.20    7.01  25.00
 4.0983     666.0  20.20   10.42  21.80
 3.7240     666.0  20.20   13.34  20.60
 3.9917     666.0  20.20   10.58  21.20
 3.5459     666.0  20.20   14.98  19.10
 3.1523     666.0  20.20   11.45  20.60
 1.8209     711.0  20.10   18.06  15.20
 1.7554     711.0  20.10   23.97   7.00
 1.8226     711.0  20.10   29.68   8.10
 1.8681     711.0  20.10   18.07  13.60
 2.1099     711.0  20.10   13.35  20.10
 2.3817     391.0  19.20   12.01  21.80
 2.3817     391.0  19.20   13.59  24.50
 2.7986     391.0  19.20   17.60  23.10
 2.7986     391.0  19.20   21.14  19.70
 2.8927     391.0  19.20   14.10  18.30
 2.4091     391.0  19.20   12.92  21.20
 2.3999     391.0  19.20   15.10  17.50
 2.4982     391.0  19.20   14.33  16.80
 2.4786     273.0  21.00    9.67  22.40
 2.2875     273.0  21.00    9.08  20.60
 2.1675     273.0  21.00    5.64  23.90
 2.3889     273.0  21.00    6.48  22.00
 2.5050     273.0  21.00    7.88  11.90

